MINE_BLOCK_B,1,0.0675510
MINE_BLOCK_B,2,0.0390466
MINE_BLOCK_B,3,0.0544880
MINE_BLOCK_B,4,0.0675964
MINE_BLOCK_B,5,0.1110909
MINE_BLOCK_B,6,0.0232208
MINE_BLOCK_B,7,0.0508824
MINE_BLOCK_B,8,0.0342960
MINE_BLOCK_B,9,0.0032124
MINE_BLOCK_B,10,0.0763806
MINE_BLOCK_B,11,0.0907097
MINE_BLOCK_B,12,0.0058552
MINE_BLOCK_B,13,0.1455601
MINE_BLOCK_B,14,0.1087056
MINE_BLOCK_B,15,0.1207501
MINE_BLOCK_B,16,0.1092781
MINE_BLOCK_B,17,0.0199786
MINE_BLOCK_B,18,0.1008401
MINE_BLOCK_B,19,0.1967002
MINE_BLOCK_B,20,0.1598252
MINE_BLOCK_B,21,0.1009818
MINE_BLOCK_B,22,0.0729041
MINE_BLOCK_B,23,0.0642091
MINE_BLOCK_B,24,0.1156533
MINE_BLOCK_B,25,0.0631628
MINE_BLOCK_B,26,0.0459177
MINE_BLOCK_B,27,0.2249342
MINE_BLOCK_B,28,0.0378034
MINE_BLOCK_B,29,0.1953079
MINE_BLOCK_B,30,0.0576517
MINE_BLOCK_B,31,0.0189093
MINE_BLOCK_B,32,0.1357005
MINE_BLOCK_B,33,0.0252761
MINE_BLOCK_B,34,0.0650244
MINE_BLOCK_B,35,0.1038383
MINE_BLOCK_B,36,0.0612734
MINE_BLOCK_B,37,0.0245275
MINE_BLOCK_B,38,0.3220195
MINE_BLOCK_B,39,0.0724843
MINE_BLOCK_B,40,0.1664932
MINE_BLOCK_B,41,0.0313449
MINE_BLOCK_B,42,0.0876099
MINE_BLOCK_B,43,0.0336637
MINE_BLOCK_B,44,0.1969912
MINE_BLOCK_B,45,0.0554059
MINE_BLOCK_B,46,0.0029423
MINE_BLOCK_B,47,0.0412624
MINE_BLOCK_B,48,0.1093069
MINE_BLOCK_B,49,0.1935792
MINE_BLOCK_B,50,0.0946251
MINE_BLOCK_B,51,0.0195228
MINE_BLOCK_B,52,0.4674438
MINE_BLOCK_B,53,0.0057432
MINE_BLOCK_B,54,0.0403490
MINE_BLOCK_B,55,0.0949802
MINE_BLOCK_B,56,0.0308268
MINE_BLOCK_B,57,0.0201984
MINE_BLOCK_B,58,0.0774378
MINE_BLOCK_B,59,0.0124740
MINE_BLOCK_B,60,0.1470938
MINE_BLOCK_B,61,0.4445466
MINE_BLOCK_B,62,0.0978182
MINE_BLOCK_B,63,0.2306824
MINE_BLOCK_B,64,0.5151246
MINE_BLOCK_B,65,0.1348149
MINE_BLOCK_B,66,0.0820416
MINE_BLOCK_B,67,0.1608992
MINE_BLOCK_B,68,0.1060696
MINE_BLOCK_B,69,0.1371690
MINE_BLOCK_B,70,0.0316909
MINE_BLOCK_B,71,0.1367425
MINE_BLOCK_B,72,0.0663776
MINE_BLOCK_B,73,0.1239588
MINE_BLOCK_B,74,0.1686007
MINE_BLOCK_B,75,0.0618980
MINE_BLOCK_B,76,0.0186285
MINE_BLOCK_B,77,0.2567182
MINE_BLOCK_B,78,0.0851274
MINE_BLOCK_B,79,0.0585611
MINE_BLOCK_B,80,0.0205505
MINE_BLOCK_B,81,0.1538061
MINE_BLOCK_B,82,0.0872082
MINE_BLOCK_B,83,0.2189255
MINE_BLOCK_B,84,0.0321915
MINE_BLOCK_B,85,0.0333088
MINE_BLOCK_B,86,0.0044892
MINE_BLOCK_B,87,0.0300917
MINE_BLOCK_B,88,0.0214456
MINE_BLOCK_B,89,0.1314649
MINE_BLOCK_B,90,0.0559306
MINE_BLOCK_B,91,0.0363366
MINE_BLOCK_B,92,0.0377554
MINE_BLOCK_B,93,0.3466007
MINE_BLOCK_B,94,0.0427053
MINE_BLOCK_B,95,0.1493745
MINE_BLOCK_B,96,0.0301893
MINE_BLOCK_B,97,0.0664680
MINE_BLOCK_B,98,0.0851493
MINE_BLOCK_B,99,0.1948253
MINE_BLOCK_B,100,0.0432258
MINE_BLOCK_B,101,0.0937535
MINE_BLOCK_B,102,0.0625223
MINE_BLOCK_B,103,0.0730924
MINE_BLOCK_B,104,0.0239039
MINE_BLOCK_B,105,0.0423694
MINE_BLOCK_B,106,0.0647552
MINE_BLOCK_B,107,0.0929589
MINE_BLOCK_B,108,0.1438083
MINE_BLOCK_B,109,0.0983555
MINE_BLOCK_B,110,0.4214309
MINE_BLOCK_B,111,0.2018326
MINE_BLOCK_B,112,0.0235496
MINE_BLOCK_B,113,0.2242922
MINE_BLOCK_B,114,0.0621324
MINE_BLOCK_B,115,0.4618118
MINE_BLOCK_B,116,0.1551513
MINE_BLOCK_B,117,0.0241617
MINE_BLOCK_B,118,0.1736168
MINE_BLOCK_B,119,0.0697144
MINE_BLOCK_B,120,0.0122828
MINE_BLOCK_B,121,0.0911584
MINE_BLOCK_B,122,0.0307231
MINE_BLOCK_B,123,0.1231871
MINE_BLOCK_B,124,0.0918975
MINE_BLOCK_B,125,0.0269625
MINE_BLOCK_B,126,0.0204365
MINE_BLOCK_B,127,0.0168833
MINE_BLOCK_B,128,0.2801248
MINE_BLOCK_B,129,0.0482128
MINE_BLOCK_B,130,0.0324315
MINE_BLOCK_B,131,0.0126085
MINE_BLOCK_B,132,0.0287883
MINE_BLOCK_B,133,0.0517543
MINE_BLOCK_B,134,0.0118188
MINE_BLOCK_B,135,0.1117867
MINE_BLOCK_B,136,0.0688033
MINE_BLOCK_B,137,0.0259265
MINE_BLOCK_B,138,0.0209646
MINE_BLOCK_B,139,0.0120442
MINE_BLOCK_B,140,0.0399312
MINE_BLOCK_B,141,0.0037542
MINE_BLOCK_B,142,0.0806671
MINE_BLOCK_B,143,0.0037085
MINE_BLOCK_B,144,0.0871848
MINE_BLOCK_B,145,0.1249569
MINE_BLOCK_B,146,0.0173222
MINE_BLOCK_B,147,0.0841946
MINE_BLOCK_B,148,0.0271879
MINE_BLOCK_B,149,0.1479916
MINE_BLOCK_B,150,0.0954809
MINE_BLOCK_B,151,0.1333737
MINE_BLOCK_B,152,0.2831076
MINE_BLOCK_B,153,0.0503360
MINE_BLOCK_B,154,0.0494437
MINE_BLOCK_B,155,0.0229002
MINE_BLOCK_B,156,0.0384937
MINE_BLOCK_B,157,0.5412180
MINE_BLOCK_B,158,0.0467392
MINE_BLOCK_B,159,0.0526106
MINE_BLOCK_B,160,0.2959000
MINE_BLOCK_B,161,0.0033198
MINE_BLOCK_B,162,0.0835423
MINE_BLOCK_B,163,0.0358354
MINE_BLOCK_B,164,0.0491423
MINE_BLOCK_B,165,0.1514938
